meta.uuid,dem.age,dem.city_or_rural,dem.country_code,dem.education_level,dem.gender,question.DAL_residency,question.DAL_employment_status,question.DAL_household_income,question.DAL_disposable_income,question.DAL_CCI-Q12_household_finance_present,question.DAL_CCI_EC-Q1_household_finance_past,question.DAL_CCI_EC-Q2_household_finance_future,question.DAL_CCI-Q14_economic_situation_present,question.DAL_CCI_EC-Q3_economic_situation_past,question.DAL_CCI_EC-Q4_economic_situation_future,question.DAL_CCI_EC-Q5_inflation_past,question.DAL_CCI_EC-Q6_inflation_future,question.DAL_CCI-Q13_job_situation_present,question.DAL_CCI_EC-Q7_unemployment_future,question.DAL_CCI_EC-Q8_purchases_present,question.DAL_CCI_EC-Q9_purchases_future,question.DAL_PolRisk_democratic_change,question.DAL_PolRisk_strong_leader,question.DAL_PolRisk_approve_president,question.DAL_PolRisk_approve_political_rep,question.DAL_PolRisk_approve_ruling_party_VE,question.DAL_PolRisk_approve_ruling_party_MX,question.DAL_PolRisk_approve_ruling_party_BR,question.DAL_PolRisk_approve_ruling_party_TR,question.DAL_PolRisk_approve_ruling_party_UA,question.DAL_PolRisk_trust_police,question.DAL_PolRisk_trust_courts,question.DAL_PolRisk_tax_evasion,question.DAL_PolRisk_inequality_past,question.DAL_PolRisk_inequality_anger,question.DAL_PolRisk_corrupt_past,question.DAL_PolRisk_corrupt_anger,question.DAL_PolRisk_corrupt_experience,question.DAL_PolRisk_politcal_stability,question.DAL_PolRisk_protest_likelihood,question.DAL_opinion_foreign_companies,question.DAL_positive_countries_MX_BR_VE,question.DAL_positive_countries_UA_TR_EG,question.DAL_negative_countries_MX_BR_VE,question.DAL_negative_countries_UA_TR_EG,question.DAL_protectionism,question.DAL_migration_time,question.DAL_migration_motives
015294b0-c734-0135-cd81-0a62aae02c3c,24,city,MX,low,male,"Yes, as a citizen","Not employed, currently looking for work",Prefer not to say,Less than half,Not very secure,... the same,... get a little better,Neither well nor poorly,... stayed the same,... stay the same,... increased a little,... increase a little,Somewhat secure,... stay the same,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Neither agree nor disagree,Somewhat disapprove,Neither approve nor disapprove,,Neither approve nor disapprove,,,,Not a lot,A little,Sometimes acceptable,... stayed the same,Not very angry,... stayed the same,Not very angry,Yes,Not very stable,Not very likely,Neither positive nor negative,Japan,,None of the above,,The right amount,Never,
0166fa50-c7ed-0135-31ec-0a901406a434,19,city,UA,medium,male,"Yes, as a citizen","In school, university or practical training",500 - 750,Most of it,Not very secure,... a little better,Don't know,Fairly poorly,... got a little worse,... get a little better,... increased moderately,... increase moderately,Very secure,... stay the same,Don't know,About the same,Slightly more,Somewhat agree,Strongly disapprove,Neither approve nor disapprove,,,,,Somewhat approve,A little,A lot,Sometimes acceptable,... decreased a little,Not very angry,... stayed the same,A little angry,No,Not at all stable,Not very likely,Somewhat positive,,Germany | China | United States,,Russia | Turkey | Japan,Too little,Sometime later,Economic situation in my country | Desire to travel / see the world | Educational opportunities | Escaping oppression or discrimination in my country
016df1c0-ce23-0135-e2c4-0a62aae02c3c,39,city,EG,low,female,"Yes, as a citizen","Not employed, currently NOT looking for work",100 - 200,Most of it,Not very secure,... a lot worse,Don't know,Very poorly,... got a lot worse,Don't know,... increased a lot,Don't know,Prefer not to answer,Don't know,Neither the right moment nor the wrong moment,Don't know,Much less,Somewhat disagree,Strongly disapprove,Strongly disapprove,,,,,,Not a lot,Not a lot,Sometimes acceptable,... increased a lot,Very angry,Don't know,Very angry,Yes,Not at all stable,Not very likely,Neither positive nor negative,,Japan,,United States,Too little,Never,
019618c0-c6f7-0135-8045-0a901406a434,28,city,VE,high,female,"Yes, as a citizen",Selfå_-employed / Freelancer,Prefer not to say,All of it,Not very secure,... a little worse,Don't know,Very poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Somewhat secure,... stay the same,Neither the right moment nor the wrong moment,Fewer purchases,Much less,Strongly agree,Strongly disapprove,Strongly disapprove,Strongly disapprove,,,,,Not at all,Not at all,Never acceptable,... increased a lot,Not at all angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Very positive,United States | Japan | United Kingdom | Germany,,None of the above,,Too little,Within next 3 months,Economic situation in my country | Escaping oppression or discrimination in my country | Job / career opportunities | Political situation in my country | Educational opportunities | Other reason related to quality of life
01cccea0-c72d-0135-c0e9-0a901406a434,30,city,UA,medium,male,"Yes, but not as a citizen","Not employed, currently looking for work",100 - 200,All of it,Not at all secure,... a little worse,Don't know,Fairly poorly,... stayed the same,... stay the same,... increased moderately,... stay about the same,Not at all secure,... increase a little,Neither the right moment nor the wrong moment,Fewer purchases,Slightly less,Somewhat agree,Somewhat disapprove,Somewhat disapprove,,,,,Strongly disapprove,A little,A little,Never acceptable,... increased a little,Not very angry,... increased a little,A little angry,No,Not at all stable,Not very likely,Somewhat negative,,Germany | China | Turkey | Russia,,United States,Too little,Never,
0215c090-c8e9-0135-e835-0a62aae02c3c,32,city,TR,low,male,"Yes, as a citizen",Entrepreneur / Employer,1000 - 1500,About half,Prefer not to answer,... a lot worse,... get a lot better,Neither well nor poorly,Don't know,... get a lot better,... increased a lot,... increase a lot,Very secure,... decrease a little,Neither the right moment nor the wrong moment,More purchases,Much more,Strongly agree,Strongly approve,Strongly approve,,,,Neither approve nor disapprove,,A lot,A lot,Never acceptable,... increased a lot,Not at all angry,... increased a little,A little angry,Yes,Very stable,Not at all likely,Somewhat positive,,Russia,,United States,Don't know,Never,
0216bd50-cf3d-0135-0895-0a901406a434,45,city,TR,low,male,"Yes, as a citizen","Employed, working 1 to å_29 hours per week",200 - 300,About half,Not very secure,... a little worse,Don't know,Very poorly,Don't know,... get a little worse,... increased moderately,... increase moderately,Not at all secure,... increase a lot,The wrong moment,Fewer purchases,Much more,Somewhat disagree,Somewhat approve,Strongly disapprove,,,,Strongly approve,,Not at all,A lot,Sometimes acceptable,... decreased a little,A little angry,... decreased a lot,Very angry,No,Very stable,Not at all likely,Very positive,,None of the above,,United States | United Kingdom | China | France | Russia,Too little,Never,
0222a470-c6f9-0135-80f2-0a62aae02c3c,43,city,EG,medium,male,"Yes, as a citizen","In school, university or practical training",200 - 300,Less than half,Somewhat secure,... a little better,... get a little better,Fairly well,... got a little better,... get a little better,... increased a lot,... increase a little,Somewhat secure,... increase a little,Neither the right moment nor the wrong moment,More purchases,Slightly more,Neither agree nor disagree,Neither approve nor disapprove,Somewhat disapprove,,,,,,A lot,A lot,Never acceptable,Don't know,A little angry,Don't know,Very angry,No,Somewhat stable,Not at all likely,Somewhat positive,,China | Germany | France | Russia,,Turkey | Saudi Arabia,Don't know,Within next 3 months,Desire to travel / see the world
022b4d20-c6e5-0135-b45a-0a901406a434,43,city,UA,high,female,"Yes, as a citizen","Employed, working 30 or more hours per week",1000 - 1500,About half,Not very secure,... a little worse,... get a little worse,Fairly poorly,... got a little worse,... get a little worse,... increased moderately,... increase moderately,Somewhat secure,... increase a little,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Strongly agree,Somewhat disapprove,Somewhat disapprove,,,,,Somewhat disapprove,Not at all,Not at all,Sometimes acceptable,... increased a lot,Not very angry,... increased a little,A little angry,No,Not very stable,Not at all likely,Very positive,,United States | France | China | Japan | Germany | United Kingdom | Turkey | India,,Russia,Too little,Never,
023e81d0-c6ea-0135-ba53-0a901406a434,22,city,BR,medium,female,"Yes, as a citizen","In school, university or practical training",500 - 750,Most of it,Somewhat secure,... the same,... get a little better,Very poorly,... got a lot worse,... get a little worse,... increased a lot,... increase a lot,Not at all secure,... decrease a little,The wrong moment,Fewer purchases,Much less,Neither agree nor disagree,Strongly disapprove,Strongly disapprove,,,Strongly disapprove,,,A little,Not a lot,Never acceptable,... increased a lot,Very angry,... increased a lot,Very angry,No,Not at all stable,Not at all likely,Neither positive nor negative,United States,,None of the above,,Too little,Sometime later,Desire to travel / see the world | Personal safety | Educational opportunities | Political situation in my country | Economic situation in my country | Job / career opportunities
024fee80-c6ee-0135-7053-0a62aae02c3c,44,city,TR,medium,female,"Yes, as a citizen","Employed, working 30 or more hours per week",1000 - 1500,About half,Somewhat secure,... the same,... stay the same,Neither well nor poorly,... stayed the same,... stay the same,... increased moderately,... increase moderately,Somewhat secure,... increase a little,Neither the right moment nor the wrong moment,Fewer purchases,Neither more nor less,Somewhat agree,Somewhat approve,Neither approve nor disapprove,,,,Somewhat approve,,A little,Not at all,Never acceptable,... increased a lot,A little angry,... increased a lot,Very angry,No,Not very stable,Not at all likely,Somewhat negative,,United States | Germany | Ukraine | China | Russia,,Saudi Arabia | United Kingdom,The right amount,Never,
02566eb0-c735-0135-c938-0a901406a434,17,city,BR,medium,female,"Yes, as a citizen","Not employed, currently NOT looking for work",Under 100,Most of it,Not very secure,... a little better,... get a lot better,Neither well nor poorly,... got a lot worse,Don't know,... increased a lot,... decrease,Not at all secure,... increase a lot,The wrong moment,About the same,Neither more nor less,Somewhat agree,Somewhat disapprove,Strongly disapprove,,,Somewhat disapprove,,,Not a lot,Not at all,Never acceptable,... increased a little,Very angry,... increased a little,Very angry,Yes,Not at all stable,Not at all likely,Somewhat positive,China | Germany | United States,,China | Germany | United States,,Too little,Never,
025cf5e0-cabd-0135-5350-0a901406a434,40,city,TR,low,male,"Yes, as a citizen","Employed, working 1 to å_29 hours per week",400 - 500,All of it,Not very secure,... the same,... get a little better,Very poorly,... stayed the same,... stay the same,... increased moderately,... increase moderately,Somewhat secure,... increase a little,Neither the right moment nor the wrong moment,About the same,Slightly less,Somewhat agree,Somewhat disapprove,Strongly approve,,,,Somewhat disapprove,,Not a lot,Not at all,Never acceptable,... increased a little,Very angry,... increased a lot,Very angry,Yes,Not very stable,Not very likely,Neither positive nor negative,,United States,,United States,Too little,Within the next year,Civic freedoms | Economic situation in my country | Job / career opportunities | Political situation in my country | Cost of living | Desire to travel / see the world
026b9b00-c8cb-0135-00d6-0a901406a434,43,city,MX,medium,female,"Yes, as a citizen","Not employed, currently looking for work",200 - 300,Most of it,Somewhat secure,... a little better,... get a lot better,Fairly poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Somewhat secure,... increase a lot,Neither the right moment nor the wrong moment,About the same,Much less,Neither agree nor disagree,Strongly disapprove,Strongly disapprove,,Strongly disapprove,,,,Not at all,Not at all,Sometimes acceptable,... increased a lot,Very angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Very positive,United States | Japan | China | Germany | France | United Kingdom | Canada,,None of the above,,Too little,Sometime later,Escaping oppression or discrimination in my country | Job / career opportunities | Cost of living | Civic freedoms | Political situation in my country | Economic situation in my country | Educational opportunities
027fd3b0-ccb7-0135-4947-0a62aae02c3c,27,city,MX,low,female,"Yes, as a citizen","In school, university or practical training",200 - 300,Most of it,Not very secure,... a little better,... get a little better,Don't know,Don't know,... stay the same,... increased moderately,... increase moderately,Not very secure,... increase a little,Neither the right moment nor the wrong moment,About the same,Slightly more,Strongly disagree,Neither approve nor disapprove,Neither approve nor disapprove,,Neither approve nor disapprove,,,,A little,A little,Never acceptable,... stayed the same,Very angry,... stayed the same,Very angry,Yes,Don't know,Somewhat likely,Very positive,United States | Germany | Canada | Spain | United Kingdom,,China,,Too little,Within the next 3 years,Job / career opportunities | Educational opportunities | Personal safety | Desire to travel / see the world | Other reason related to quality of life
029ef4c0-c6de-0135-ad51-0a901406a434,39,city,EG,high,male,"Yes, as a citizen","Employed, working 30 or more hours per week",100 - 200,Most of it,Somewhat secure,... the same,... get a little better,Neither well nor poorly,... stayed the same,... get a little better,... increased a lot,... increase a lot,Somewhat secure,... increase a little,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Somewhat disagree,Neither approve nor disapprove,Somewhat disapprove,,,,,,A little,A little,Sometimes acceptable,... increased a lot,A little angry,... increased a little,Very angry,No,Somewhat stable,Not very likely,Neither positive nor negative,,Japan | United Kingdom | Russia | Saudi Arabia | India,,China | United States | Turkey,Too little,Within the next 3 years,Economic situation in my country | Job / career opportunities | Weather / climate | Desire to travel / see the world | Other reason related to quality of life
02a5c360-c6f3-0135-7a63-0a901406a434,25,city,VE,medium,male,"Yes, as a citizen","Employed, working 30 or more hours per week",Under 100,All of it,Not very secure,... a lot worse,... get a lot better,Very poorly,... got a lot worse,... get a little better,... increased a lot,... increase a lot,Not very secure,... decrease a little,Neither the right moment nor the wrong moment,More purchases,Slightly more,Somewhat agree,Neither approve nor disapprove,Somewhat disapprove,Somewhat approve,,,,,Not a lot,A little,Never acceptable,... increased a lot,A little angry,... increased a lot,A little angry,Yes,Not at all stable,Not very likely,Very positive,United States | China | United Kingdom,,Canada | Spain,,Too little,Sometime later,Other reason related to quality of life
02a85350-c711-0135-a302-0a62aae02c3c,25,city,VE,medium,female,"Yes, as a citizen","Not employed, currently looking for work",Prefer not to say,All of it,Not very secure,... a little worse,... get a lot better,Fairly poorly,... got a little worse,... get a little better,... increased a lot,... stay about the same,Not at all secure,... stay the same,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Somewhat agree,Neither approve nor disapprove,Neither approve nor disapprove,Neither approve nor disapprove,,,,,Not a lot,A little,Never acceptable,... increased a little,A little angry,... increased a lot,Very angry,No,Not very stable,Not very likely,Somewhat positive,None of the above,,None of the above,,Too little,Sometime later,Desire to travel / see the world | Economic situation in my country | Job / career opportunities
02adea60-c9be-0135-d3b5-0a901406a434,45,city,MX,low,male,"Yes, as a citizen","Employed, working 30 or more hours per week",400 - 500,Most of it,Not very secure,... a little better,... stay the same,Fairly poorly,... got a lot worse,... get a lot worse,... increased a lot,... increase a lot,Somewhat secure,... increase a little,The right moment,Fewer purchases,Slightly less,Strongly agree,Strongly disapprove,Strongly disapprove,,Strongly disapprove,,,,A little,Not a lot,Sometimes acceptable,... increased a lot,A little angry,... increased a lot,Very angry,No,Not at all stable,Not very likely,Somewhat positive,Japan | Canada,,China,,Too little,Never,
02c061b0-c6fb-0135-8416-0a62aae02c3c,29,city,UA,high,male,"Yes, as a citizen","Employed, working 1 to å_29 hours per week",200 - 300,Most of it,Not very secure,... a little better,... get a lot better,Fairly poorly,... stayed the same,... stay the same,... increased moderately,... increase moderately,Not very secure,... increase a little,Neither the right moment nor the wrong moment,Don't know,Neither more nor less,Somewhat agree,Strongly disapprove,Strongly disapprove,,,,,Strongly disapprove,Not at all,Not at all,Sometimes acceptable,... increased a lot,Not very angry,... increased a lot,Very angry,Yes,Don't know,Not at all likely,Somewhat positive,,None of the above,,United States | United Kingdom,Too little,Sometime later,Job / career opportunities | Desire to travel / see the world
02f71210-cd5a-0135-745f-0a62aae02c3c,54,city,MX,low,male,"Yes, as a citizen","Employed, working 30 or more hours per week",1000 - 1500,About half,Somewhat secure,... a little better,... get a lot better,Fairly poorly,... got a lot worse,... get a little worse,... increased a lot,... increase a lot,Somewhat secure,... increase a lot,The wrong moment,Fewer purchases,Slightly less,Somewhat disagree,Strongly disapprove,Strongly disapprove,,Strongly disapprove,,,,Not a lot,Not at all,Never acceptable,... increased a lot,Not very angry,... increased a lot,Very angry,Yes,Not at all stable,Very likely,Very positive,Germany | United States | Japan | United Kingdom,,China,,Too little,Sometime later,Job / career opportunities | Economic situation in my country | Political situation in my country | Other reason
030c2110-c6e7-0135-b6c4-0a901406a434,19,city,EG,high,female,"Yes, as a citizen","Employed, working 30 or more hours per week",1500 - 2000,Less than half,Somewhat secure,... a little better,Don't know,Neither well nor poorly,Don't know,... get a little better,... increased a lot,Don't know,Somewhat secure,Don't know,Neither the right moment nor the wrong moment,About the same,Neither more nor less,Somewhat agree,Somewhat approve,Neither approve nor disapprove,,,,,,A little,A little,Never acceptable,... increased a lot,Very angry,Don't know,A little angry,No,Don't know,Not at all likely,Somewhat positive,,China | United States | Japan,,United Kingdom | France,The right amount,Sometime later,Desire to travel / see the world | Other reason related to quality of life
